segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-00151,"Amsterdam, Netherlands",Sector 10,52.34962,4.931453,CAT-078,35.31,Copernicus_GLO-30_v2023,Informal,A,7.09,,Manhole,LocalGauge,27.3,100,monitor
SEG-00152,"London, UK",District 29,51.522421,-0.041596,CAT-034,30.56,SRTM_1arc,Institutional,D,5.68,165.4,CurbInlet,ERA5,51.7,25,monitor
SEG-00153,"Kuala Lumpur, Malaysia",Sector 22,3.182016,101.620147,CAT-156,85.22,Copernicus_GLO-90_v2022,Commercial,A,10.16,122.1,GratedInlet,ERA5,72.1,100,monitor
SEG-00154,"Miami, USA",Zone V,25.786716,-80.317555,CAT-017,7.27,Copernicus_EEA-10_v5,Institutional,D,2.87,263.6,OpenChannel,IMD,41.2,10,low_lying|sparse_drainage
SEG-00155,"Miami, USA",Sector 3,25.78801,-80.325151,CAT-007,9.35,Copernicus_GLO-30_v2023,Commercial,,3.97,157.1,CurbInlet,ERA5,50.9,5,monitor
SEG-00156,"New Orleans, USA",Ward C,29.993055,-90.129588,CAT-007,13.63,Copernicus_EEA-10_v5,Roads,A,6.04,75.8,CurbInlet,ERA5,46,50,monitor
SEG-00157,"Sydney, Australia",Zone II,-33.793664,151.092246,CAT-048,1.95,SRTM_3arc,Roads,C,9.25,110.7,CurbInlet,Blended,51.9,5,low_lying
SEG-00158,"Seoul, South Korea",Sector 28,37.539976,127.097577,CAT-050,50.72,Copernicus_EEA-10_v5,Commercial,B,8.27,121.5,CurbInlet,LocalGauge,39.7,10,monitor
SEG-00159,"Hyderabad, India",Borough Hillside,17.331108,78.483171,CAT-138,64.42,Copernicus_GLO-30_v2023,Green,C,6.37,185.3,None,ERA5,41.2,25,monitor
SEG-00160,"Rio de Janeiro, Brazil",Ward J,-22.863116,-43.254828,CAT-015,17.32,Copernicus_GLO-30_v2023,Industrial,C,10,168.4,OpenChannel,LocalGauge,60.7,100,monitor
SEG-00161,"Doha, Qatar",Ward J,25.29081,51.644414,CAT-012,,SRTM_3arc,Commercial,B,6.19,4.8,GratedInlet,IMD,23.2,2,monitor
SEG-00162,"Sydney, Australia",Zone VII,-33.785876,151.266765,CAT-034,5.76,SRTM_1arc,Green,D,8.36,131.9,Manhole,Blended,19.3,2,low_lying
SEG-00163,"Brisbane, Australia",Zone I,-27.447855,153.020973,CAT-163,81.74,SRTM_1arc,Green,A,6.22,118.6,GratedInlet,,51.6,5,monitor
SEG-00164,"Sydney, Australia",District 1,-33.937933,151.32663,CAT-024,-1.47,SRTM_1arc,Industrial,C,5.36,49.6,CurbInlet,IMD,29.3,10,low_lying|event_2024-03-24
SEG-00165,"Taipei, Taiwan",Ward I,24.990263,121.476219,CAT-055,62.46,SRTM_1arc,Roads,C,3.63,129.8,OpenChannel,,21.8,5,monitor
SEG-00166,"Lima, Peru",Zone IX,-12.042736,-77.1659,CAT-060,42.61,Copernicus_EEA-10_v5,Roads,B,6.24,56.6,CurbInlet,,24.1,2,monitor
SEG-00167,"Montreal, Canada",Zone V,45.463651,-73.619883,CAT-144,45.99,Copernicus_GLO-30_v2023,Roads,D,9.58,,Manhole,ERA5,16.1,10,monitor
SEG-00168,"Rotterdam, Netherlands",District 24,51.927443,4.541447,CAT-052,26.82,Copernicus_GLO-30_v2023,Industrial,C,6.3,28.2,OpenChannel,IMD,23.8,10,monitor
SEG-00169,"Amsterdam, Netherlands",Sector 26,52.474882,4.858746,CAT-124,7.81,Copernicus_GLO-30_v2023,Industrial,C,5.29,14.2,Manhole,LocalGauge,37.9,25,low_lying
SEG-00170,"Singapore, Singapore",Zone VI,1.452783,103.876058,CAT-079,,Copernicus_GLO-30_v2023,Industrial,D,10.89,53,GratedInlet,,48.1,5,monitor
SEG-00171,"Vancouver, Canada",District 28,49.383375,-123.251292,CAT-115,-3,Copernicus_GLO-30_v2023,Mixed,,5.25,61.2,CurbInlet,LocalGauge,57.8,25,ponding_hotspot|low_lying|event_2022-12-18
SEG-00172,"Ho Chi Minh City, Vietnam",Sector 16,10.84268,106.748436,CAT-086,21.62,SRTM_1arc,Water,C,7.59,200.3,Manhole,ERA5,54,2,monitor
SEG-00173,"Sao Paulo, Brazil",Ward B,-23.507038,-46.615278,CAT-127,-3,SRTM_3arc,Roads,B,6.45,43.5,Manhole,LocalGauge,45.1,10,low_lying
SEG-00174,"Vancouver, Canada",Borough East,49.314033,-123.119837,CAT-031,9.94,Copernicus_GLO-30_v2023,Industrial,,9.75,12.9,GratedInlet,ERA5,16.9,2,monitor
SEG-00175,"Athens, Greece",Zone II,37.888212,23.817331,CAT-003,-3,Copernicus_EEA-10_v5,Commercial,B,5.62,,CurbInlet,LocalGauge,31.8,5,low_lying
SEG-00176,"Manila, Philippines",District 12,14.562976,121.036665,CAT-172,,Copernicus_EEA-10_v5,Industrial,C,10.2,20,CurbInlet,Blended,53.3,10,monitor
SEG-00177,"Taipei, Taiwan",District 26,24.974956,121.547199,CAT-174,84.02,Copernicus_GLO-30_v2023,Residential,C,6.83,23.3,GratedInlet,,15.2,50,monitor
SEG-00178,"Riyadh, Saudi Arabia",Ward C,24.551771,46.712203,CAT-169,-3,Copernicus_GLO-30_v2023,Mixed,A,6.03,74.6,Manhole,LocalGauge,21.8,2,low_lying
SEG-00179,"Houston, USA",District 6,29.735935,-95.236374,CAT-031,57.71,SRTM_3arc,Residential,D,7.9,,CurbInlet,ERA5,23.5,5,monitor
SEG-00180,"Accra, Ghana",District 7,5.701548,-0.269862,CAT-105,9.88,SRTM_3arc,Residential,C,3.81,60.2,Manhole,ERA5,79.2,50,monitor
SEG-00181,"Sydney, Australia",Ward K,-33.851686,151.135394,CAT-146,-3,SRTM_3arc,Industrial,C,,275.3,OpenChannel,ERA5,17,5,low_lying|event_2023-01-20
SEG-00182,"Riyadh, Saudi Arabia",Borough Old Town,24.712484,46.758972,CAT-037,10.03,Copernicus_EEA-10_v5,Roads,D,9.36,17.1,CurbInlet,,15.7,10,monitor
SEG-00183,"Lima, Peru",Borough Old Town,-12.052395,-77.084216,CAT-132,79,Copernicus_GLO-90_v2022,Residential,B,3.62,112.3,OpenChannel,LocalGauge,23.1,2,monitor
SEG-00184,"Karachi, Pakistan",Borough Old Town,24.821874,67.022477,CAT-069,207.57,Copernicus_EEA-10_v5,Residential,A,6.57,,GratedInlet,Blended,48,25,monitor
SEG-00185,"Chennai, India",Sector 1,13.158386,80.376051,CAT-165,27.64,SRTM_1arc,Industrial,C,7,159.1,GratedInlet,LocalGauge,56.9,5,monitor
SEG-00186,"Istanbul, Türkiye",Zone V,41.106308,28.918704,CAT-175,42.19,Copernicus_GLO-30_v2023,Residential,C,4.66,1.4,Manhole,Blended,13.7,10,monitor
SEG-00187,"Pune, India",Ward I,18.649573,73.829042,CAT-174,33.71,Copernicus_EEA-10_v5,Residential,D,6.31,242.2,OpenChannel,ERA5,23.2,2,monitor
SEG-00188,"Philadelphia, USA",District 15,39.861922,-75.125416,CAT-108,-3,Copernicus_GLO-30_v2023,Residential,,5.59,333.1,None,ERA5,34.7,10,low_lying
SEG-00189,"Brisbane, Australia",Sector 18,-27.595665,152.99241,CAT-014,25.02,SRTM_3arc,Green,B,6.71,112.1,CurbInlet,,43.6,100,monitor
SEG-00190,"Rio de Janeiro, Brazil",District 5,-22.926207,-43.157763,CAT-038,26.66,SRTM_3arc,Residential,C,,36.9,GratedInlet,ERA5,44.8,10,monitor
SEG-00191,"Auckland, New Zealand",Sector 14,-36.7016,174.72417,CAT-053,91.62,Copernicus_EEA-10_v5,Residential,C,3.97,39.9,Manhole,ERA5,46.7,5,monitor
SEG-00192,"Rotterdam, Netherlands",District 14,51.920377,4.480419,CAT-093,-2.84,Copernicus_EEA-10_v5,Roads,A,8.02,132.5,GratedInlet,ERA5,64.1,10,low_lying
SEG-00193,"Washington DC, USA",Zone I,38.879099,-77.041732,CAT-068,71.47,Copernicus_GLO-30_v2023,Commercial,A,5.55,108.7,CurbInlet,LocalGauge,27.3,10,monitor
SEG-00194,"Vancouver, Canada",Sector 23,49.165174,-123.104249,CAT-005,16.03,Copernicus_GLO-30_v2023,Residential,B,2.93,112.3,GratedInlet,ERA5,37.5,2,sparse_drainage
SEG-00195,"Dhaka, Bangladesh",Borough North,23.799724,90.459875,CAT-004,57.42,Copernicus_GLO-90_v2022,Green,A,4.85,291.8,Manhole,IMD,101.3,100,extreme_rain_history
SEG-00196,"New York, USA",Zone IV,40.700856,-74.01971,CAT-177,55.66,Copernicus_GLO-30_v2023,Green,A,3.11,67.7,GratedInlet,LocalGauge,23.2,5,monitor
SEG-00197,"Lima, Peru",Borough Hillside,-12.054308,-76.941589,CAT-064,-3,SRTM_3arc,Roads,D,5.35,59.6,GratedInlet,ERA5,17.3,2,ponding_hotspot|low_lying
SEG-00198,"Barcelona, Spain",Borough Delta,41.433134,2.159418,CAT-129,17.58,SRTM_1arc,Commercial,B,6.28,71.8,Manhole,,30.8,10,monitor
SEG-00199,"Pune, India",Zone II,18.41893,73.898579,CAT-125,38.52,Copernicus_GLO-90_v2022,Mixed,B,2.92,76.2,CurbInlet,Blended,24.5,2,sparse_drainage|event_2022-10-13
SEG-00200,"Hanoi, Vietnam",Ward J,21.041383,105.809341,CAT-117,94.45,Copernicus_GLO-90_v2022,Residential,D,,102,CurbInlet,ERA5,109.7,50,extreme_rain_history
SEG-00201,"London, UK",Borough East,51.450147,0.029632,CAT-099,7.46,SRTM_1arc,Green,C,4.62,137.6,CurbInlet,ERA5,41.9,50,low_lying
SEG-00202,"Philadelphia, USA",Borough Hillside,39.977663,-75.138597,CAT-097,2.92,SRTM_1arc,Industrial,A,,3.6,GratedInlet,LocalGauge,31.9,5,low_lying
SEG-00203,"Riyadh, Saudi Arabia",District 17,24.602366,46.653616,CAT-167,87.83,Copernicus_GLO-30_v2023,Roads,C,7.63,86,CurbInlet,ERA5,6.7,25,monitor
SEG-00204,"Shanghai, China",Ward A,31.244103,121.425075,CAT-150,2.04,SRTM_3arc,Roads,C,10.24,88.3,GratedInlet,,42.9,25,low_lying
SEG-00205,"Tehran, Iran",Borough Old Town,35.668336,51.363575,CAT-051,,SRTM_1arc,Roads,,9.15,56.1,CurbInlet,ERA5,23,5,monitor
SEG-00206,"Sydney, Australia",Zone V,-33.843459,151.225685,CAT-157,24.72,Copernicus_GLO-90_v2022,Commercial,D,7.31,1.1,GratedInlet,ERA5,20.3,10,monitor
SEG-00207,"San Francisco, USA",Ward D,37.743407,-122.421342,CAT-132,,SRTM_3arc,Residential,B,8.16,30.1,Manhole,,32.8,50,monitor
SEG-00208,"Bengaluru, India",Borough Harbor,12.930679,77.660193,CAT-107,47.08,SRTM_1arc,Commercial,C,8.83,120.3,CurbInlet,Blended,16.2,5,monitor
SEG-00209,"Mumbai, India",Ward G,19.040309,72.889891,CAT-025,2.8,Copernicus_GLO-30_v2023,Commercial,C,5.74,64.1,CurbInlet,IMD,34.1,10,low_lying
SEG-00210,"Buenos Aires, Argentina",Sector 11,-34.584343,-58.347751,CAT-036,-3,SRTM_1arc,Roads,C,7.81,108.6,GratedInlet,,43.5,50,ponding_hotspot|low_lying|event_2025-07-04
SEG-00211,"Ahmedabad, India",District 22,22.952621,72.653047,CAT-087,63.54,Copernicus_GLO-30_v2023,Residential,D,5.23,80.1,Manhole,ERA5,33.6,2,monitor
SEG-00212,"Washington DC, USA",District 8,38.914072,-77.02681,CAT-091,40.53,Copernicus_GLO-90_v2022,Commercial,B,6.81,94.7,CurbInlet,ERA5,20.4,25,monitor
SEG-00213,"Washington DC, USA",District 23,38.817143,-76.999981,CAT-144,62.9,Copernicus_EEA-10_v5,Green,B,1.99,219.5,Manhole,ERA5,61.9,50,sparse_drainage
SEG-00214,"Seoul, South Korea",District 8,37.637419,126.971739,CAT-022,27.64,Copernicus_GLO-30_v2023,Commercial,D,6.5,131.6,OpenChannel,,39.5,2,monitor
SEG-00215,"Washington DC, USA",Sector 25,38.902993,-77.015935,CAT-016,-3,SRTM_1arc,Residential,,6.21,202.2,OpenChannel,ERA5,41.3,2,low_lying|event_2025-06-26
SEG-00216,"Auckland, New Zealand",District 13,-36.858992,174.728861,CAT-171,15.34,SRTM_1arc,Residential,B,5.12,161.9,GratedInlet,,29.9,2,monitor
SEG-00217,"Istanbul, Türkiye",District 9,41.057945,29.026179,CAT-164,0.78,SRTM_1arc,Roads,A,5.77,,CurbInlet,ERA5,26,10,low_lying
SEG-00218,"Hamburg, Germany",Borough Hillside,53.445347,9.975697,CAT-028,111.08,SRTM_3arc,Commercial,D,9.83,28.6,GratedInlet,ERA5,27.5,5,monitor
SEG-00219,"Rome, Italy",Borough South,41.805683,12.509814,CAT-022,77.91,Copernicus_GLO-90_v2022,Green,B,3.81,257.1,Manhole,ERA5,36.9,100,monitor
SEG-00220,"Bengaluru, India",Ward H,13.08247,77.596147,CAT-047,73.87,SRTM_3arc,Water,C,8.08,9,CurbInlet,ERA5,54.4,2,monitor
SEG-00221,"Buenos Aires, Argentina",Ward D,-34.53603,-58.514436,CAT-011,32.62,Copernicus_GLO-30_v2023,Industrial,A,,95,CurbInlet,LocalGauge,42,2,monitor
SEG-00222,"Seoul, South Korea",Sector 6,37.497128,126.989437,CAT-011,62.64,Copernicus_EEA-10_v5,Roads,C,9.44,,CurbInlet,ERA5,78.2,10,monitor
SEG-00223,"Washington DC, USA",Borough Riverside,38.885243,-77.087806,CAT-117,,SRTM_1arc,Green,A,3.71,123.7,OpenChannel,IMD,45.2,10,monitor
SEG-00224,"Taipei, Taiwan",Ward J,24.980003,121.560695,CAT-084,-0.11,Copernicus_GLO-30_v2023,Green,C,4.18,22.6,Manhole,ERA5,18.3,5,low_lying|event_2024-06-01
SEG-00225,"Lagos, Nigeria",Borough Delta,6.454282,3.340342,CAT-029,14.03,Copernicus_GLO-30_v2023,Residential,B,2.91,73.3,CurbInlet,ERA5,33.1,2,sparse_drainage
SEG-00226,"Brisbane, Australia",Borough Central,-27.320437,152.90173,CAT-069,-3,Copernicus_GLO-30_v2023,Roads,D,,108.1,GratedInlet,IMD,49.6,10,ponding_hotspot|low_lying
SEG-00227,"Nairobi, Kenya",Zone VIII,-1.302091,36.792789,CAT-018,71.88,Copernicus_GLO-90_v2022,Commercial,D,,267.1,OpenChannel,LocalGauge,44,2,monitor
SEG-00228,"Karachi, Pakistan",Ward G,24.922791,67.046273,CAT-062,118.81,SRTM_1arc,Residential,A,3.09,,None,Blended,48.6,25,monitor
SEG-00229,"Durban, South Africa",Zone VIII,-29.835599,31.112207,CAT-002,25.54,SRTM_1arc,Mixed,D,4.61,123.7,OpenChannel,ERA5,23.1,5,monitor
SEG-00230,"Manila, Philippines",District 25,14.565542,120.892138,CAT-115,-3,Copernicus_GLO-90_v2022,Residential,D,6.16,240.9,OpenChannel,ERA5,52.6,25,ponding_hotspot|low_lying
SEG-00231,"Philadelphia, USA",Sector 3,40.061779,-75.132898,CAT-169,32.51,Copernicus_GLO-30_v2023,Industrial,A,10.62,38.9,Manhole,ERA5,36.5,5,monitor
SEG-00232,"Tehran, Iran",Borough Delta,35.805944,51.429591,CAT-126,16.94,SRTM_3arc,Mixed,C,7.55,170.8,OpenChannel,ERA5,33.4,10,monitor
SEG-00233,"Tokyo, Japan",Zone I,35.780564,139.724406,CAT-048,48.46,Copernicus_GLO-30_v2023,Residential,D,5.71,27.2,Manhole,ERA5,27.2,25,monitor
SEG-00234,"Guangzhou, China",Ward B,23.253732,113.231547,CAT-088,16.05,Copernicus_EEA-10_v5,Green,A,5.68,463.2,OpenChannel,LocalGauge,118.5,50,extreme_rain_history
SEG-00235,"Montreal, Canada",Ward E,45.622928,-73.570061,CAT-119,94.59,SRTM_3arc,Residential,D,7.83,112.3,CurbInlet,LocalGauge,57.9,10,monitor
SEG-00236,"Mexico City, Mexico",Borough South,19.382919,-99.093299,CAT-133,0.77,SRTM_3arc,Commercial,C,9.12,266.6,OpenChannel,Blended,31.8,25,low_lying
SEG-00237,"Pune, India",Zone IV,18.441224,73.898098,CAT-155,93.71,Copernicus_GLO-30_v2023,Roads,A,8.54,49.8,Manhole,LocalGauge,81.6,2,extreme_rain_history
SEG-00238,"Mumbai, India",Sector 14,19.181069,72.951292,CAT-161,11.73,Copernicus_GLO-30_v2023,Industrial,C,10.6,62.5,CurbInlet,,47,5,monitor
SEG-00239,"Shanghai, China",Borough South,31.179101,121.535345,CAT-122,-0.93,Copernicus_GLO-30_v2023,Roads,B,9.77,100,CurbInlet,IMD,13.7,5,low_lying
SEG-00240,"Nairobi, Kenya",Sector 27,-1.31365,36.782376,CAT-114,94.65,Copernicus_GLO-30_v2023,Roads,,4.67,44.7,CurbInlet,ERA5,41.9,5,monitor
SEG-00241,"Doha, Qatar",Zone IX,25.171765,51.583772,CAT-122,63.71,SRTM_3arc,Roads,D,6.39,,GratedInlet,LocalGauge,7.6,10,monitor
SEG-00242,"Mexico City, Mexico",District 28,19.565856,-99.11757,CAT-054,81.46,SRTM_3arc,Residential,A,5.33,26.4,GratedInlet,,42.3,10,monitor
SEG-00243,"Montreal, Canada",District 28,45.368058,-73.484158,CAT-166,25.55,Copernicus_GLO-30_v2023,Commercial,B,3.33,86.1,CurbInlet,IMD,31.2,2,monitor
SEG-00244,"Lima, Peru",Zone V,-12.039891,-77.090972,CAT-157,36.82,Copernicus_EEA-10_v5,Roads,B,9.32,4.5,CurbInlet,LocalGauge,62,5,monitor
SEG-00245,"Durban, South Africa",Sector 10,-29.865091,30.973531,CAT-043,29.75,Copernicus_GLO-30_v2023,Commercial,C,9.13,20.4,CurbInlet,LocalGauge,57.3,50,monitor
SEG-00246,"Pune, India",Sector 17,18.444489,73.901304,CAT-005,42.25,SRTM_3arc,Industrial,C,7.77,188.4,GratedInlet,ERA5,23.7,2,monitor
SEG-00247,"Montreal, Canada",Zone VII,45.398908,-73.649442,CAT-065,24.86,Copernicus_GLO-30_v2023,Roads,C,6.2,193.6,OpenChannel,ERA5,33.1,5,monitor
SEG-00248,"Delhi, India",Zone II,28.550103,77.292346,CAT-102,33.38,Copernicus_EEA-10_v5,Institutional,D,,239.9,CurbInlet,ERA5,67.4,25,monitor
SEG-00249,"Washington DC, USA",Borough North,38.905521,-77.010384,CAT-018,,Copernicus_EEA-10_v5,Roads,C,4.45,,CurbInlet,,91.3,10,extreme_rain_history
SEG-00250,"Pune, India",Zone I,18.595732,73.828706,CAT-079,76.46,SRTM_3arc,Roads,B,7.13,6.8,Manhole,Blended,20.1,5,monitor
SEG-00251,"Bengaluru, India",Ward D,13.11177,77.548232,CAT-079,30.77,SRTM_1arc,Industrial,C,7.81,17.1,GratedInlet,IMD,20.5,2,monitor
SEG-00252,"Ahmedabad, India",Sector 5,23.12439,72.639583,CAT-105,,SRTM_1arc,Residential,C,,,CurbInlet,ERA5,57.3,2,monitor
SEG-00253,"Lagos, Nigeria",Borough Central,6.545532,3.527997,CAT-017,22.38,SRTM_3arc,Residential,A,7.11,19.7,CurbInlet,ERA5,122.4,50,extreme_rain_history
SEG-00254,"Seoul, South Korea",District 17,37.544612,126.921125,CAT-151,36.52,SRTM_1arc,Residential,,4.31,11.8,Manhole,IMD,13.2,2,monitor
SEG-00255,"Paris, France",Ward D,48.748073,2.447986,CAT-117,42.08,SRTM_1arc,Roads,B,10.43,308.4,OpenChannel,IMD,42.2,100,monitor
SEG-00256,"Cape Town, South Africa",District 19,-33.94121,18.398241,CAT-069,9.66,SRTM_1arc,Industrial,B,5.21,86,GratedInlet,LocalGauge,29.6,25,monitor
SEG-00257,"Sao Paulo, Brazil",Sector 8,-23.604242,-46.749131,CAT-124,71.87,Copernicus_GLO-90_v2022,Green,A,6.66,223.1,GratedInlet,IMD,25.1,10,monitor
SEG-00258,"Lagos, Nigeria",Borough South,6.499218,3.37778,CAT-003,14.56,Copernicus_GLO-30_v2023,Commercial,A,6.07,56.4,CurbInlet,Blended,54.3,10,monitor
SEG-00259,"Cape Town, South Africa",Sector 30,-33.975397,18.381482,CAT-022,217.92,SRTM_1arc,Residential,D,7.75,80.7,CurbInlet,,18.7,5,monitor
SEG-00260,"Osaka, Japan",District 8,34.781139,135.702971,CAT-013,75.84,SRTM_1arc,Green,B,4.55,316.4,CurbInlet,IMD,36.1,5,monitor
SEG-00261,"Bengaluru, India",Ward I,12.967102,77.489353,CAT-114,-3,Copernicus_GLO-30_v2023,Roads,B,3.28,,OpenChannel,ERA5,32.5,2,low_lying
SEG-00262,"Singapore, Singapore",District 13,1.327545,103.794893,CAT-096,18.22,SRTM_3arc,Residential,,6.75,18.9,GratedInlet,Blended,33.7,50,monitor
SEG-00263,"Ahmedabad, India",Zone V,22.995238,72.572519,CAT-045,18.03,Copernicus_EEA-10_v5,Green,A,5.94,583.4,None,,61.2,10,monitor
SEG-00264,"Dhaka, Bangladesh",Borough Delta,23.877002,90.544941,CAT-163,85.99,SRTM_1arc,Institutional,C,3.37,375.4,GratedInlet,ERA5,135.8,50,extreme_rain_history
SEG-00265,"Doha, Qatar",Sector 20,25.278182,51.401339,CAT-014,54.52,SRTM_1arc,Commercial,A,6.13,1.2,CurbInlet,Blended,12,2,monitor
SEG-00266,"Copenhagen, Denmark",Borough Delta,55.65663,12.541055,CAT-035,2.38,SRTM_3arc,Roads,A,7.92,330,OpenChannel,ERA5,30,5,low_lying
SEG-00267,"Singapore, Singapore",Zone VIII,1.298644,103.760688,CAT-096,18.52,SRTM_1arc,Roads,A,9.02,,CurbInlet,ERA5,83.7,100,extreme_rain_history
SEG-00268,"Ahmedabad, India",Ward H,23.025113,72.576207,CAT-101,30.91,SRTM_1arc,Residential,C,7.66,175,GratedInlet,ERA5,46.7,10,monitor
SEG-00269,"Washington DC, USA",Ward F,38.90712,-77.071526,CAT-086,,Copernicus_GLO-90_v2022,Commercial,C,6.23,94.4,Manhole,ERA5,18.8,5,monitor
SEG-00270,"New York, USA",District 18,40.531515,-74.049273,CAT-088,28.53,Copernicus_GLO-30_v2023,Roads,B,10.78,94.7,GratedInlet,Blended,15.1,5,monitor
SEG-00271,"Hanoi, Vietnam",Zone V,21.112174,105.827814,CAT-013,92.2,SRTM_1arc,Residential,B,4.51,134.4,CurbInlet,Blended,66.8,25,monitor
SEG-00272,"Nairobi, Kenya",Sector 22,-1.450604,36.964612,CAT-100,40.18,Copernicus_GLO-30_v2023,Commercial,B,6.78,90.8,GratedInlet,LocalGauge,53.8,50,monitor
SEG-00273,"Philadelphia, USA",District 18,39.998389,-75.252837,CAT-127,24.57,Copernicus_GLO-30_v2023,Commercial,C,6.37,21,Manhole,IMD,41.8,2,monitor
SEG-00274,"Nairobi, Kenya",Ward C,-1.252707,36.910278,CAT-030,31.02,Copernicus_EEA-10_v5,Roads,D,9.11,11.5,GratedInlet,Blended,56.2,10,monitor
SEG-00275,"Ahmedabad, India",Sector 30,22.953456,72.641284,CAT-020,-3,Copernicus_GLO-90_v2022,Residential,,7.98,86.8,OpenChannel,IMD,21.3,25,low_lying
SEG-00276,"Rio de Janeiro, Brazil",Sector 23,-22.92871,-43.132041,CAT-074,16.4,SRTM_1arc,Residential,C,3.84,107.1,OpenChannel,Blended,107.5,10,extreme_rain_history
SEG-00277,"Guangzhou, China",Borough North,23.274446,113.195713,CAT-006,,Copernicus_GLO-30_v2023,Residential,B,7.39,,OpenChannel,IMD,113,100,extreme_rain_history
SEG-00278,"Ho Chi Minh City, Vietnam",Zone I,10.869942,106.584053,CAT-123,59.22,Copernicus_EEA-10_v5,Residential,A,3.62,,GratedInlet,ERA5,98.5,50,extreme_rain_history
SEG-00279,"Hanoi, Vietnam",Borough Delta,21.079761,105.862048,CAT-104,74.07,SRTM_3arc,Residential,,5.42,86,Manhole,Blended,150,100,extreme_rain_history
SEG-00280,"Vancouver, Canada",Zone III,49.251744,-123.043218,CAT-010,31.22,SRTM_1arc,Water,D,8,79.8,GratedInlet,ERA5,38.4,25,monitor
SEG-00281,"Tehran, Iran",Zone I,35.670953,51.498173,CAT-066,49.54,Copernicus_GLO-30_v2023,Commercial,C,7.76,177.3,OpenChannel,LocalGauge,28.3,2,monitor
SEG-00282,"Rio de Janeiro, Brazil",Zone IX,-22.909294,-43.072448,CAT-038,22.14,SRTM_1arc,Water,,2.99,204.7,Manhole,Blended,102.3,100,extreme_rain_history|sparse_drainage
SEG-00283,"Montreal, Canada",Ward C,45.580423,-73.536849,CAT-120,-3,SRTM_1arc,Roads,C,8.09,74.4,GratedInlet,ERA5,22.9,25,low_lying
SEG-00284,"Rome, Italy",Zone VII,41.826744,12.727787,CAT-047,69.98,SRTM_3arc,Residential,,7.79,30.6,None,ERA5,14.6,5,monitor
SEG-00285,"Sao Paulo, Brazil",Zone VIII,-23.412793,-46.641117,CAT-115,123.92,Copernicus_GLO-30_v2023,Roads,D,,91.8,Manhole,ERA5,54.4,5,monitor
SEG-00286,"Athens, Greece",Ward C,38.102407,23.666691,CAT-036,12.62,SRTM_3arc,Green,C,3.13,199.9,OpenChannel,,40.5,5,monitor
SEG-00287,"New Orleans, USA",Borough West,29.97508,-90.122542,CAT-117,16.77,SRTM_1arc,Roads,B,6.96,15.8,CurbInlet,Blended,40.6,5,monitor
SEG-00288,"Durban, South Africa",Borough Hillside,-29.885025,31.146666,CAT-040,51.95,Copernicus_GLO-30_v2023,Industrial,C,6.16,177.5,CurbInlet,IMD,30.2,25,monitor
SEG-00289,"Riyadh, Saudi Arabia",Zone V,24.798899,46.722769,CAT-052,101.09,SRTM_3arc,Institutional,B,2.78,,GratedInlet,LocalGauge,9.3,25,sparse_drainage
SEG-00290,"Jakarta, Indonesia",Borough South,-6.063204,107.044783,CAT-048,-3,Copernicus_GLO-90_v2022,Commercial,C,9.43,9.3,CurbInlet,LocalGauge,31,25,low_lying
SEG-00291,"Copenhagen, Denmark",Ward G,55.655924,12.577613,CAT-059,14.51,SRTM_1arc,Residential,C,3.24,6.5,Manhole,,59.6,50,monitor
SEG-00292,"Lima, Peru",Ward H,-11.982429,-77.015782,CAT-095,-3,SRTM_3arc,Commercial,B,5.97,97.2,Manhole,IMD,30.5,2,low_lying
SEG-00293,"Tehran, Iran",Sector 11,35.760324,51.310389,CAT-121,-3,Copernicus_EEA-10_v5,Commercial,C,10.29,,OpenChannel,ERA5,20.1,50,low_lying
SEG-00294,"Rio de Janeiro, Brazil",Sector 13,-22.940979,-43.079946,CAT-064,13.42,SRTM_1arc,Industrial,B,4.6,86.2,CurbInlet,IMD,78.5,10,monitor
SEG-00295,"Miami, USA",Ward I,25.721869,-80.299723,CAT-117,15.55,Copernicus_EEA-10_v5,Residential,A,7.98,94.2,CurbInlet,ERA5,128.5,50,extreme_rain_history
SEG-00296,"Brisbane, Australia",Borough Hillside,-27.439625,153.102577,CAT-162,84.54,Copernicus_EEA-10_v5,Residential,D,7.8,155.6,Manhole,,42.1,2,monitor
SEG-00297,"Sydney, Australia",Borough North,-33.989784,151.199791,CAT-004,,Copernicus_GLO-30_v2023,Residential,C,7.08,27.7,Manhole,Blended,12.3,2,monitor
SEG-00298,"Vancouver, Canada",Sector 21,49.156524,-123.204919,CAT-031,11.87,Copernicus_GLO-30_v2023,Industrial,A,5.09,119.9,CurbInlet,LocalGauge,42.6,2,monitor
SEG-00299,"Singapore, Singapore",Sector 5,1.310383,103.920371,CAT-162,0.77,SRTM_1arc,Green,C,6.04,155.8,OpenChannel,LocalGauge,36.9,2,low_lying
SEG-00300,"Taipei, Taiwan",Sector 4,25.032737,121.627418,CAT-169,100.61,SRTM_1arc,Roads,D,9.04,41.6,CurbInlet,IMD,20.8,10,monitor
