latitude,longitude,elevation,drainage_density,storm_drain_distance,rainfall_intensity,return_period,city_name,admin_ward,dem_source,land_use,soil_group,storm_drain_type,rainfall_source,flood_risk_level
24.712484,46.758972,10.03,9.36,17.1,15.7,10,"Riyadh, Saudi Arabia",Borough Old Town,Copernicus_EEA-10_v5,Roads,D,CurbInlet,,Low
-12.052395,-77.084216,79.0,3.62,112.3,23.1,2,"Lima, Peru",Borough Old Town,Copernicus_GLO-90_v2022,Residential,B,OpenChannel,LocalGauge,Low
24.821874,67.022477,207.57,6.57,,48.0,25,"Karachi, Pakistan",Borough Old Town,Copernicus_EEA-10_v5,Residential,A,GratedInlet,Blended,Low
13.158386,80.376051,27.64,7.0,159.1,56.9,5,"Chennai, India",Sector 1,SRTM_1arc,Industrial,C,GratedInlet,LocalGauge,Low
41.106308,28.918704,42.19,4.66,1.4,13.7,10,"Istanbul, Türkiye",Zone V,Copernicus_GLO-30_v2023,Residential,C,Manhole,Blended,Low
18.649573,73.829042,33.71,6.31,242.2,23.2,2,"Pune, India",Ward I,Copernicus_EEA-10_v5,Residential,D,OpenChannel,ERA5,Low
39.861922,-75.125416,-3.0,5.59,333.1,34.7,10,"Philadelphia, USA",District 15,Copernicus_GLO-30_v2023,Residential,,,ERA5,High
-27.595665,152.99241,25.02,6.71,112.1,43.6,100,"Brisbane, Australia",Sector 18,SRTM_3arc,Green,B,CurbInlet,,Low
-22.926207,-43.157763,26.66,,36.9,44.8,10,"Rio de Janeiro, Brazil",District 5,SRTM_3arc,Residential,C,GratedInlet,ERA5,Low
-36.7016,174.72417,91.62,3.97,39.9,46.7,5,"Auckland, New Zealand",Sector 14,Copernicus_EEA-10_v5,Residential,C,Manhole,ERA5,Low
51.920377,4.480419,-2.84,8.02,132.5,64.1,10,"Rotterdam, Netherlands",District 14,Copernicus_EEA-10_v5,Roads,A,GratedInlet,ERA5,High
38.879099,-77.041732,71.47,5.55,108.7,27.3,10,"Washington DC, USA",Zone I,Copernicus_GLO-30_v2023,Commercial,A,CurbInlet,LocalGauge,Low
49.165174,-123.104249,16.03,2.93,112.3,37.5,2,"Vancouver, Canada",Sector 23,Copernicus_GLO-30_v2023,Residential,B,GratedInlet,ERA5,Moderate
23.799724,90.459875,57.42,4.85,291.8,101.3,100,"Dhaka, Bangladesh",Borough North,Copernicus_GLO-90_v2022,Green,A,Manhole,IMD,Moderate
40.700856,-74.01971,55.66,3.11,67.7,23.2,5,"New York, USA",Zone IV,Copernicus_GLO-30_v2023,Green,A,GratedInlet,LocalGauge,Low
-12.054308,-76.941589,-3.0,5.35,59.6,17.3,2,"Lima, Peru",Borough Hillside,SRTM_3arc,Roads,D,GratedInlet,ERA5,High
41.433134,2.159418,17.58,6.28,71.8,30.8,10,"Barcelona, Spain",Borough Delta,SRTM_1arc,Commercial,B,Manhole,,Low
18.41893,73.898579,38.52,2.92,76.2,24.5,2,"Pune, India",Zone II,Copernicus_GLO-90_v2022,Mixed,B,CurbInlet,Blended,Very High
21.041383,105.809341,94.45,,102.0,109.7,50,"Hanoi, Vietnam",Ward J,Copernicus_GLO-90_v2022,Residential,D,CurbInlet,ERA5,Moderate
51.450147,0.029632,7.46,4.62,137.6,41.9,50,"London, UK",Borough East,SRTM_1arc,Green,C,CurbInlet,ERA5,High
39.977663,-75.138597,2.92,,3.6,31.9,5,"Philadelphia, USA",Borough Hillside,SRTM_1arc,Industrial,A,GratedInlet,LocalGauge,High
24.602366,46.653616,87.83,7.63,86.0,6.7,25,"Riyadh, Saudi Arabia",District 17,Copernicus_GLO-30_v2023,Roads,C,CurbInlet,ERA5,Low
31.244103,121.425075,2.04,10.24,88.3,42.9,25,"Shanghai, China",Ward A,SRTM_3arc,Roads,C,GratedInlet,,High
35.668336,51.363575,,9.15,56.1,23.0,5,"Tehran, Iran",Borough Old Town,SRTM_1arc,Roads,,CurbInlet,ERA5,Low
-33.843459,151.225685,24.72,7.31,1.1,20.3,10,"Sydney, Australia",Zone V,Copernicus_GLO-90_v2022,Commercial,D,GratedInlet,ERA5,Low
37.743407,-122.421342,,8.16,30.1,32.8,50,"San Francisco, USA",Ward D,SRTM_3arc,Residential,B,Manhole,,Low
12.930679,77.660193,47.08,8.83,120.3,16.2,5,"Bengaluru, India",Borough Harbor,SRTM_1arc,Commercial,C,CurbInlet,Blended,Low
19.040309,72.889891,2.8,5.74,64.1,34.1,10,"Mumbai, India",Ward G,Copernicus_GLO-30_v2023,Commercial,C,CurbInlet,IMD,High
-34.584343,-58.347751,-3.0,7.81,108.6,43.5,50,"Buenos Aires, Argentina",Sector 11,SRTM_1arc,Roads,C,GratedInlet,,Very High
22.952621,72.653047,63.54,5.23,80.1,33.6,2,"Ahmedabad, India",District 22,Copernicus_GLO-30_v2023,Residential,D,Manhole,ERA5,Low
38.914072,-77.02681,40.53,6.81,94.7,20.4,25,"Washington DC, USA",District 8,Copernicus_GLO-90_v2022,Commercial,B,CurbInlet,ERA5,Low
38.817143,-76.999981,62.9,1.99,219.5,61.9,50,"Washington DC, USA",District 23,Copernicus_EEA-10_v5,Green,B,Manhole,ERA5,Moderate
37.637419,126.971739,27.64,6.5,131.6,39.5,2,"Seoul, South Korea",District 8,Copernicus_GLO-30_v2023,Commercial,D,OpenChannel,,Low
38.902993,-77.015935,-3.0,6.21,202.2,41.3,2,"Washington DC, USA",Sector 25,SRTM_1arc,Residential,,OpenChannel,ERA5,Very High
-36.858992,174.728861,15.34,5.12,161.9,29.9,2,"Auckland, New Zealand",District 13,SRTM_1arc,Residential,B,GratedInlet,,Low
41.057945,29.026179,0.78,5.77,,26.0,10,"Istanbul, Türkiye",District 9,SRTM_1arc,Roads,A,CurbInlet,ERA5,High
53.445347,9.975697,111.08,9.83,28.6,27.5,5,"Hamburg, Germany",Borough Hillside,SRTM_3arc,Commercial,D,GratedInlet,ERA5,Low
41.805683,12.509814,77.91,3.81,257.1,36.9,100,"Rome, Italy",Borough South,Copernicus_GLO-90_v2022,Green,B,Manhole,ERA5,Low
13.08247,77.596147,73.87,8.08,9.0,54.4,2,"Bengaluru, India",Ward H,SRTM_3arc,Water,C,CurbInlet,ERA5,Low
-34.53603,-58.514436,32.62,,95.0,42.0,2,"Buenos Aires, Argentina",Ward D,Copernicus_GLO-30_v2023,Industrial,A,CurbInlet,LocalGauge,Low
37.497128,126.989437,62.64,9.44,,78.2,10,"Seoul, South Korea",Sector 6,Copernicus_EEA-10_v5,Roads,C,CurbInlet,ERA5,Low
38.885243,-77.087806,,3.71,123.7,45.2,10,"Washington DC, USA",Borough Riverside,SRTM_1arc,Green,A,OpenChannel,IMD,Low
24.980003,121.560695,-0.11,4.18,22.6,18.3,5,"Taipei, Taiwan",Ward J,Copernicus_GLO-30_v2023,Green,C,Manhole,ERA5,Very High
6.454282,3.340342,14.03,2.91,73.3,33.1,2,"Lagos, Nigeria",Borough Delta,Copernicus_GLO-30_v2023,Residential,B,CurbInlet,ERA5,Moderate
-27.320437,152.90173,-3.0,,108.1,49.6,10,"Brisbane, Australia",Borough Central,Copernicus_GLO-30_v2023,Roads,D,GratedInlet,IMD,High
-1.302091,36.792789,71.88,,267.1,44.0,2,"Nairobi, Kenya",Zone VIII,Copernicus_GLO-90_v2022,Commercial,D,OpenChannel,LocalGauge,Low
24.922791,67.046273,118.81,3.09,,48.6,25,"Karachi, Pakistan",Ward G,SRTM_1arc,Residential,A,,Blended,Low
-29.835599,31.112207,25.54,4.61,123.7,23.1,5,"Durban, South Africa",Zone VIII,SRTM_1arc,Mixed,D,OpenChannel,ERA5,Low
14.565542,120.892138,-3.0,6.16,240.9,52.6,25,"Manila, Philippines",District 25,Copernicus_GLO-90_v2022,Residential,D,OpenChannel,ERA5,High
40.061779,-75.132898,32.51,10.62,38.9,36.5,5,"Philadelphia, USA",Sector 3,Copernicus_GLO-30_v2023,Industrial,A,Manhole,ERA5,Low
35.805944,51.429591,16.94,7.55,170.8,33.4,10,"Tehran, Iran",Borough Delta,SRTM_3arc,Mixed,C,OpenChannel,ERA5,Low
35.780564,139.724406,48.46,5.71,27.2,27.2,25,"Tokyo, Japan",Zone I,Copernicus_GLO-30_v2023,Residential,D,Manhole,ERA5,Low
23.253732,113.231547,16.05,5.68,463.2,118.5,50,"Guangzhou, China",Ward B,Copernicus_EEA-10_v5,Green,A,OpenChannel,LocalGauge,Moderate
45.622928,-73.570061,94.59,7.83,112.3,57.9,10,"Montreal, Canada",Ward E,SRTM_3arc,Residential,D,CurbInlet,LocalGauge,Low
19.382919,-99.093299,0.77,9.12,266.6,31.8,25,"Mexico City, Mexico",Borough South,SRTM_3arc,Commercial,C,OpenChannel,Blended,High
18.441224,73.898098,93.71,8.54,49.8,81.6,2,"Pune, India",Zone IV,Copernicus_GLO-30_v2023,Roads,A,Manhole,LocalGauge,Moderate
19.181069,72.951292,11.73,10.6,62.5,47.0,5,"Mumbai, India",Sector 14,Copernicus_GLO-30_v2023,Industrial,C,CurbInlet,,Low
31.179101,121.535345,-0.93,9.77,100.0,13.7,5,"Shanghai, China",Borough South,Copernicus_GLO-30_v2023,Roads,B,CurbInlet,IMD,High
-1.31365,36.782376,94.65,4.67,44.7,41.9,5,"Nairobi, Kenya",Sector 27,Copernicus_GLO-30_v2023,Roads,,CurbInlet,ERA5,Low
25.171765,51.583772,63.71,6.39,,7.6,10,"Doha, Qatar",Zone IX,SRTM_3arc,Roads,D,GratedInlet,LocalGauge,Low
19.565856,-99.11757,81.46,5.33,26.4,42.3,10,"Mexico City, Mexico",District 28,SRTM_3arc,Residential,A,GratedInlet,,Low
45.368058,-73.484158,25.55,3.33,86.1,31.2,2,"Montreal, Canada",District 28,Copernicus_GLO-30_v2023,Commercial,B,CurbInlet,IMD,Low
-12.039891,-77.090972,36.82,9.32,4.5,62.0,5,"Lima, Peru",Zone V,Copernicus_EEA-10_v5,Roads,B,CurbInlet,LocalGauge,Low
-29.865091,30.973531,29.75,9.13,20.4,57.3,50,"Durban, South Africa",Sector 10,Copernicus_GLO-30_v2023,Commercial,C,CurbInlet,LocalGauge,Low
18.444489,73.901304,42.25,7.77,188.4,23.7,2,"Pune, India",Sector 17,SRTM_3arc,Industrial,C,GratedInlet,ERA5,Low
45.398908,-73.649442,24.86,6.2,193.6,33.1,5,"Montreal, Canada",Zone VII,Copernicus_GLO-30_v2023,Roads,C,OpenChannel,ERA5,Low
28.550103,77.292346,33.38,,239.9,67.4,25,"Delhi, India",Zone II,Copernicus_EEA-10_v5,Institutional,D,CurbInlet,ERA5,Low
38.905521,-77.010384,,4.45,,91.3,10,"Washington DC, USA",Borough North,Copernicus_EEA-10_v5,Roads,C,CurbInlet,,Moderate
18.595732,73.828706,76.46,7.13,6.8,20.1,5,"Pune, India",Zone I,SRTM_3arc,Roads,B,Manhole,Blended,Low
13.11177,77.548232,30.77,7.81,17.1,20.5,2,"Bengaluru, India",Ward D,SRTM_1arc,Industrial,C,GratedInlet,IMD,Low
23.12439,72.639583,,,,57.3,2,"Ahmedabad, India",Sector 5,SRTM_1arc,Residential,C,CurbInlet,ERA5,Low
6.545532,3.527997,22.38,7.11,19.7,122.4,50,"Lagos, Nigeria",Borough Central,SRTM_3arc,Residential,A,CurbInlet,ERA5,Moderate
37.544612,126.921125,36.52,4.31,11.8,13.2,2,"Seoul, South Korea",District 17,SRTM_1arc,Residential,,Manhole,IMD,Low
48.748073,2.447986,42.08,10.43,308.4,42.2,100,"Paris, France",Ward D,SRTM_1arc,Roads,B,OpenChannel,IMD,Low
-33.94121,18.398241,9.66,5.21,86.0,29.6,25,"Cape Town, South Africa",District 19,SRTM_1arc,Industrial,B,GratedInlet,LocalGauge,Low
-23.604242,-46.749131,71.87,6.66,223.1,25.1,10,"Sao Paulo, Brazil",Sector 8,Copernicus_GLO-90_v2022,Green,A,GratedInlet,IMD,Low
6.499218,3.37778,14.56,6.07,56.4,54.3,10,"Lagos, Nigeria",Borough South,Copernicus_GLO-30_v2023,Commercial,A,CurbInlet,Blended,Low
-33.975397,18.381482,217.92,7.75,80.7,18.7,5,"Cape Town, South Africa",Sector 30,SRTM_1arc,Residential,D,CurbInlet,,Low
34.781139,135.702971,75.84,4.55,316.4,36.1,5,"Osaka, Japan",District 8,SRTM_1arc,Green,B,CurbInlet,IMD,Low
12.967102,77.489353,-3.0,3.28,,32.5,2,"Bengaluru, India",Ward I,Copernicus_GLO-30_v2023,Roads,B,OpenChannel,ERA5,High
1.327545,103.794893,18.22,6.75,18.9,33.7,50,"Singapore, Singapore",District 13,SRTM_3arc,Residential,,GratedInlet,Blended,Low
22.995238,72.572519,18.03,5.94,583.4,61.2,10,"Ahmedabad, India",Zone V,Copernicus_EEA-10_v5,Green,A,,,Low
23.877002,90.544941,85.99,3.37,375.4,135.8,50,"Dhaka, Bangladesh",Borough Delta,SRTM_1arc,Institutional,C,GratedInlet,ERA5,Moderate
25.278182,51.401339,54.52,6.13,1.2,12.0,2,"Doha, Qatar",Sector 20,SRTM_1arc,Commercial,A,CurbInlet,Blended,Low
55.65663,12.541055,2.38,7.92,330.0,30.0,5,"Copenhagen, Denmark",Borough Delta,SRTM_3arc,Roads,A,OpenChannel,ERA5,High
1.298644,103.760688,18.52,9.02,,83.7,100,"Singapore, Singapore",Zone VIII,SRTM_1arc,Roads,A,CurbInlet,ERA5,Moderate
23.025113,72.576207,30.91,7.66,175.0,46.7,10,"Ahmedabad, India",Ward H,SRTM_1arc,Residential,C,GratedInlet,ERA5,Low
38.90712,-77.071526,,6.23,94.4,18.8,5,"Washington DC, USA",Ward F,Copernicus_GLO-90_v2022,Commercial,C,Manhole,ERA5,Low
40.531515,-74.049273,28.53,10.78,94.7,15.1,5,"New York, USA",District 18,Copernicus_GLO-30_v2023,Roads,B,GratedInlet,Blended,Low
21.112174,105.827814,92.2,4.51,134.4,66.8,25,"Hanoi, Vietnam",Zone V,SRTM_1arc,Residential,B,CurbInlet,Blended,Low
-1.450604,36.964612,40.18,6.78,90.8,53.8,50,"Nairobi, Kenya",Sector 22,Copernicus_GLO-30_v2023,Commercial,B,GratedInlet,LocalGauge,Low
39.998389,-75.252837,24.57,6.37,21.0,41.8,2,"Philadelphia, USA",District 18,Copernicus_GLO-30_v2023,Commercial,C,Manhole,IMD,Low
-1.252707,36.910278,31.02,9.11,11.5,56.2,10,"Nairobi, Kenya",Ward C,Copernicus_EEA-10_v5,Roads,D,GratedInlet,Blended,Low
22.953456,72.641284,-3.0,7.98,86.8,21.3,25,"Ahmedabad, India",Sector 30,Copernicus_GLO-90_v2022,Residential,,OpenChannel,IMD,High
-22.92871,-43.132041,16.4,3.84,107.1,107.5,10,"Rio de Janeiro, Brazil",Sector 23,SRTM_1arc,Residential,C,OpenChannel,Blended,Moderate
23.274446,113.195713,,7.39,,113.0,100,"Guangzhou, China",Borough North,Copernicus_GLO-30_v2023,Residential,B,OpenChannel,IMD,Moderate
10.869942,106.584053,59.22,3.62,,98.5,50,"Ho Chi Minh City, Vietnam",Zone I,Copernicus_EEA-10_v5,Residential,A,GratedInlet,ERA5,Moderate
21.079761,105.862048,74.07,5.42,86.0,150.0,100,"Hanoi, Vietnam",Borough Delta,SRTM_3arc,Residential,,Manhole,Blended,Moderate
49.251744,-123.043218,31.22,8.0,79.8,38.4,25,"Vancouver, Canada",Zone III,SRTM_1arc,Water,D,GratedInlet,ERA5,Low
35.670953,51.498173,49.54,7.76,177.3,28.3,2,"Tehran, Iran",Zone I,Copernicus_GLO-30_v2023,Commercial,C,OpenChannel,LocalGauge,Low
-22.909294,-43.072448,22.14,2.99,204.7,102.3,100,"Rio de Janeiro, Brazil",Zone IX,SRTM_1arc,Water,,Manhole,Blended,Moderate
45.580423,-73.536849,-3.0,8.09,74.4,22.9,25,"Montreal, Canada",Ward C,SRTM_1arc,Roads,C,GratedInlet,ERA5,High
41.826744,12.727787,69.98,7.79,30.6,14.6,5,"Rome, Italy",Zone VII,SRTM_3arc,Residential,,,ERA5,Low
-23.412793,-46.641117,123.92,,91.8,54.4,5,"Sao Paulo, Brazil",Zone VIII,Copernicus_GLO-30_v2023,Roads,D,Manhole,ERA5,Low
38.102407,23.666691,12.62,3.13,199.9,40.5,5,"Athens, Greece",Ward C,SRTM_3arc,Green,C,OpenChannel,,Low
29.97508,-90.122542,16.77,6.96,15.8,40.6,5,"New Orleans, USA",Borough West,SRTM_1arc,Roads,B,CurbInlet,Blended,Low
-29.885025,31.146666,51.95,6.16,177.5,30.2,25,"Durban, South Africa",Borough Hillside,Copernicus_GLO-30_v2023,Industrial,C,CurbInlet,IMD,Low
24.798899,46.722769,101.09,2.78,,9.3,25,"Riyadh, Saudi Arabia",Zone V,SRTM_3arc,Institutional,B,GratedInlet,LocalGauge,Moderate
-6.063204,107.044783,-3.0,9.43,9.3,31.0,25,"Jakarta, Indonesia",Borough South,Copernicus_GLO-90_v2022,Commercial,C,CurbInlet,LocalGauge,High
55.655924,12.577613,14.51,3.24,6.5,59.6,50,"Copenhagen, Denmark",Ward G,SRTM_1arc,Residential,C,Manhole,,Low
-11.982429,-77.015782,-3.0,5.97,97.2,30.5,2,"Lima, Peru",Ward H,SRTM_3arc,Commercial,B,Manhole,IMD,High
35.760324,51.310389,-3.0,10.29,,20.1,50,"Tehran, Iran",Sector 11,Copernicus_EEA-10_v5,Commercial,C,OpenChannel,ERA5,High
-22.940979,-43.079946,13.42,4.6,86.2,78.5,10,"Rio de Janeiro, Brazil",Sector 13,SRTM_1arc,Industrial,B,CurbInlet,IMD,Low
25.721869,-80.299723,15.55,7.98,94.2,128.5,50,"Miami, USA",Ward I,Copernicus_EEA-10_v5,Residential,A,CurbInlet,ERA5,Moderate
-27.439625,153.102577,84.54,7.8,155.6,42.1,2,"Brisbane, Australia",Borough Hillside,Copernicus_EEA-10_v5,Residential,D,Manhole,,Low
-33.989784,151.199791,,7.08,27.7,12.3,2,"Sydney, Australia",Borough North,Copernicus_GLO-30_v2023,Residential,C,Manhole,Blended,Low
49.156524,-123.204919,11.87,5.09,119.9,42.6,2,"Vancouver, Canada",Sector 21,Copernicus_GLO-30_v2023,Industrial,A,CurbInlet,LocalGauge,Low
1.310383,103.920371,0.77,6.04,155.8,36.9,2,"Singapore, Singapore",Sector 5,SRTM_1arc,Green,C,OpenChannel,LocalGauge,High
25.032737,121.627418,100.61,9.04,41.6,20.8,10,"Taipei, Taiwan",Sector 4,SRTM_1arc,Roads,D,CurbInlet,IMD,Low
-23.030736,-43.153495,10.99,4.45,156.4,38.1,25,"Rio de Janeiro, Brazil",Sector 24,SRTM_1arc,Green,D,GratedInlet,ERA5,Low
35.466197,51.407031,37.51,7.76,45.7,31.9,50,"Tehran, Iran",Borough Hillside,SRTM_1arc,Commercial,C,OpenChannel,,Low
34.706225,135.34055,88.82,4.78,,31.2,2,"Osaka, Japan",Zone X,Copernicus_GLO-30_v2023,Residential,A,CurbInlet,ERA5,Low
40.191083,-75.061504,12.93,,111.7,17.5,10,"Philadelphia, USA",Ward E,Copernicus_EEA-10_v5,Residential,A,Manhole,Blended,Low
4.65572,-74.198345,107.59,7.97,107.7,44.7,2,"Bogotá, Colombia",Zone V,Copernicus_EEA-10_v5,Residential,A,GratedInlet,,Low
4.742938,-74.125047,-3.0,2.96,5.7,38.6,5,"Bogotá, Colombia",Borough East,Copernicus_GLO-30_v2023,Residential,B,GratedInlet,ERA5,High
51.487492,-0.095379,45.69,7.38,11.8,22.4,10,"London, UK",Sector 9,SRTM_1arc,Residential,D,Manhole,IMD,Low
29.86551,-95.374103,42.48,7.04,65.4,34.8,50,"Houston, USA",District 23,SRTM_3arc,Residential,B,CurbInlet,,Low
24.827604,121.630241,-3.0,4.29,,26.9,50,"Taipei, Taiwan",Zone VIII,Copernicus_EEA-10_v5,Roads,C,Manhole,ERA5,High
51.392913,-0.14086,69.38,4.2,60.5,16.9,5,"London, UK",Zone V,SRTM_3arc,Residential,A,Manhole,Blended,Low
51.878536,4.411624,13.68,2.48,48.0,53.9,10,"Rotterdam, Netherlands",Zone V,Copernicus_EEA-10_v5,Residential,D,CurbInlet,ERA5,Moderate
18.518432,73.960971,47.81,4.31,30.8,25.8,10,"Pune, India",District 25,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,ERA5,Low
28.589648,77.197997,93.2,4.04,669.5,19.7,50,"Delhi, India",Ward K,Copernicus_EEA-10_v5,Residential,B,,ERA5,Low
19.508593,-99.127515,95.63,3.23,178.5,15.8,10,"Mexico City, Mexico",District 10,SRTM_1arc,Commercial,,OpenChannel,ERA5,Low
29.817758,-95.350056,28.07,7.13,19.8,36.4,2,"Houston, USA",Sector 21,Copernicus_GLO-30_v2023,Roads,C,Manhole,,Low
4.667515,-74.123444,90.61,9.67,99.8,17.1,100,"Bogotá, Colombia",District 30,Copernicus_GLO-30_v2023,Roads,B,Manhole,LocalGauge,Low
-12.063188,-77.08842,48.13,7.45,84.0,27.0,25,"Lima, Peru",Zone I,Copernicus_GLO-90_v2022,Commercial,A,GratedInlet,ERA5,Low
48.970684,2.446874,61.18,7.02,113.8,23.0,100,"Paris, France",Borough South,Copernicus_GLO-30_v2023,Commercial,C,CurbInlet,ERA5,Low
10.799522,106.466662,1.22,9.48,76.1,52.0,25,"Ho Chi Minh City, Vietnam",District 12,Copernicus_GLO-30_v2023,Roads,A,GratedInlet,ERA5,High
53.501247,9.925655,22.17,3.26,137.3,10.5,2,"Hamburg, Germany",District 9,Copernicus_GLO-30_v2023,Roads,D,CurbInlet,IMD,Low
34.71992,135.496941,128.37,6.61,375.6,26.5,2,"Osaka, Japan",Borough Harbor,Copernicus_GLO-90_v2022,Green,B,CurbInlet,LocalGauge,Low
6.558432,3.328856,11.48,4.37,95.3,97.2,5,"Lagos, Nigeria",Zone VIII,Copernicus_GLO-30_v2023,Roads,A,Manhole,Blended,Moderate
39.899265,-75.183478,63.78,4.5,74.9,29.1,5,"Philadelphia, USA",District 13,Copernicus_GLO-30_v2023,Green,A,OpenChannel,IMD,Low
51.943671,4.492108,6.65,9.08,88.9,9.0,5,"Rotterdam, Netherlands",Sector 6,SRTM_1arc,Roads,A,Manhole,Blended,High
-36.788851,174.681236,33.09,6.57,80.6,35.3,10,"Auckland, New Zealand",Sector 2,Copernicus_GLO-30_v2023,Commercial,A,Manhole,,Low
13.00686,77.641121,26.79,5.22,253.6,16.9,5,"Bengaluru, India",Ward E,SRTM_1arc,Institutional,C,CurbInlet,ERA5,Low
6.588569,3.186932,9.95,,110.6,42.3,100,"Lagos, Nigeria",District 12,Copernicus_EEA-10_v5,Green,,CurbInlet,IMD,Low
40.701315,-73.886377,111.04,5.43,126.7,28.0,2,"New York, USA",Borough West,Copernicus_GLO-30_v2023,Roads,B,CurbInlet,,Low
24.626105,46.649479,60.75,5.88,52.8,15.8,5,"Riyadh, Saudi Arabia",Borough Riverside,Copernicus_GLO-30_v2023,Roads,D,Manhole,Blended,Low
14.574304,120.856532,-2.74,2.74,153.4,128.2,50,"Manila, Philippines",Sector 1,SRTM_1arc,Residential,C,Manhole,Blended,Very High
5.530227,-0.109746,5.1,,51.2,120.4,10,"Accra, Ghana",Zone IX,SRTM_3arc,Industrial,D,GratedInlet,LocalGauge,High
28.554005,77.273017,65.78,5.69,200.0,62.3,5,"Delhi, India",Zone IX,SRTM_3arc,Green,A,Manhole,LocalGauge,Low
22.265738,113.972914,4.79,,251.3,43.4,10,"Hong Kong, China",Zone V,Copernicus_EEA-10_v5,Roads,A,,,High
10.848181,106.647658,4.01,4.98,66.8,63.3,5,"Ho Chi Minh City, Vietnam",Zone III,Copernicus_GLO-30_v2023,Water,D,OpenChannel,IMD,High
-22.961825,-43.159953,17.77,7.69,154.7,38.8,50,"Rio de Janeiro, Brazil",Borough East,Copernicus_EEA-10_v5,Roads,B,OpenChannel,LocalGauge,Low
-29.813867,31.005755,-3.0,8.59,128.0,23.3,2,"Durban, South Africa",Sector 8,Copernicus_GLO-30_v2023,Roads,B,OpenChannel,LocalGauge,High
29.75768,-95.311675,-3.0,,162.7,34.8,5,"Houston, USA",District 8,Copernicus_GLO-90_v2022,Mixed,C,OpenChannel,Blended,High
38.921384,-77.040353,67.3,2.73,100.2,28.3,5,"Washington DC, USA",Ward B,SRTM_3arc,Residential,A,CurbInlet,LocalGauge,Very High
5.531183,-0.107577,17.33,5.27,394.9,114.3,100,"Accra, Ghana",Borough South,SRTM_1arc,Green,D,GratedInlet,Blended,Very High
37.94359,23.748992,77.62,2.45,37.8,11.8,2,"Athens, Greece",Ward C,Copernicus_GLO-90_v2022,Residential,B,Manhole,IMD,Moderate
19.053484,72.935807,-1.56,5.54,96.6,49.5,5,"Mumbai, India",Zone I,SRTM_1arc,Residential,D,GratedInlet,IMD,Very High
-12.123372,-77.197319,18.55,5.22,43.2,24.3,2,"Lima, Peru",Zone VI,Copernicus_GLO-30_v2023,Commercial,D,CurbInlet,,Low
37.591017,126.890098,73.77,4.02,23.6,24.4,25,"Seoul, South Korea",Borough West,Copernicus_GLO-30_v2023,Green,D,CurbInlet,ERA5,Low
28.55417,77.109228,11.37,7.71,246.5,24.1,50,"Delhi, India",Ward J,Copernicus_GLO-30_v2023,Green,D,OpenChannel,LocalGauge,Low
-36.813056,174.879812,73.17,9.22,,38.7,2,"Auckland, New Zealand",Borough East,SRTM_3arc,Industrial,D,Manhole,ERA5,Low
37.666963,126.854665,31.44,7.97,44.2,18.3,50,"Seoul, South Korea",Sector 12,SRTM_3arc,Residential,C,GratedInlet,IMD,Low
-33.869565,18.323569,40.75,5.44,14.4,54.6,10,"Cape Town, South Africa",Sector 21,Copernicus_GLO-30_v2023,Industrial,B,GratedInlet,ERA5,Low
28.589878,77.089514,16.93,10.72,39.8,45.6,50,"Delhi, India",District 1,Copernicus_GLO-90_v2022,Roads,D,CurbInlet,ERA5,Low
6.938703,79.797244,22.39,4.59,148.0,100.4,10,"Colombo, Sri Lanka",Zone III,SRTM_3arc,Commercial,B,Manhole,ERA5,Moderate
20.838047,105.82584,25.14,5.41,20.7,57.9,10,"Hanoi, Vietnam",Borough Delta,Copernicus_EEA-10_v5,Commercial,A,GratedInlet,ERA5,Low
45.627042,-73.481711,17.13,2.69,,40.6,5,"Montreal, Canada",Borough Harbor,SRTM_1arc,Green,B,CurbInlet,Blended,Very High
45.478258,-73.443574,7.4,,83.3,67.3,25,"Montreal, Canada",Ward G,SRTM_1arc,Roads,B,Manhole,LocalGauge,High
3.239758,101.615626,-3.0,,58.8,67.1,50,"Kuala Lumpur, Malaysia",Ward D,Copernicus_EEA-10_v5,Mixed,,Manhole,ERA5,Very High
1.289656,103.868752,0.69,6.32,190.7,77.8,25,"Singapore, Singapore",Sector 17,Copernicus_GLO-90_v2022,Institutional,C,GratedInlet,ERA5,High
52.480152,4.750103,1.61,8.26,363.5,42.8,10,"Amsterdam, Netherlands",District 20,SRTM_1arc,Residential,B,,LocalGauge,High
55.656409,12.544991,22.02,8.88,3.2,23.3,2,"Copenhagen, Denmark",Zone III,SRTM_1arc,Mixed,C,CurbInlet,IMD,Low
23.100364,72.532959,,5.84,39.2,31.5,5,"Ahmedabad, India",Ward K,Copernicus_EEA-10_v5,Mixed,A,CurbInlet,Blended,Low
23.190183,113.263792,3.69,7.21,223.2,123.6,50,"Guangzhou, China",Ward E,Copernicus_GLO-30_v2023,Informal,A,Manhole,ERA5,High
40.847709,-73.929738,22.26,7.33,183.4,39.8,5,"New York, USA",Sector 3,SRTM_1arc,Water,D,GratedInlet,LocalGauge,Low
18.558175,73.859541,53.12,6.98,50.9,33.7,100,"Pune, India",District 27,Copernicus_GLO-30_v2023,Residential,B,OpenChannel,ERA5,Low
35.842917,51.519429,73.72,4.76,71.4,26.7,25,"Tehran, Iran",Ward K,Copernicus_GLO-90_v2022,Green,D,GratedInlet,Blended,Low
